antibodytarget,cellline,tissue,cid,compound,concentration,concordancetable,datasetid,factor,level1,level2,libraryid,lincspertid,nCtrSamples,nTrtSamples,peaktype,platform,signatureid,lincsSigID,organism,clueIoCompound,integratedMoas,GeneTargets,time,treatment,perturbagenID,stitchID,pubChemID,is_exemplar,pert_type
,,bone cancer,,MI-1,0.001 - 33uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1175,,,,,,,MI-1,BRD-K64497429,,,,
,,bone cancer,,MI-2,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-36369,,,,,CTRS_1176,,,,,,,MI-2,BRD-K90860366,,,,
,,bone cancer,,mitomycin,0.0015 - 50uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1177,,,,,,,mitomycin,BRD-K59670716,,,,
,,bone cancer,,MK-0752,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45266,,,,,CTRS_1178,,,,,,,MK-0752,BRD-K18850819,,,,
,,bone cancer,,AZD-1775,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-1153,,,,,CTRS_1179,,,,WEE1 kinase inhibitor,WEE1,,AZD-1775,BRD-K54256913,,,,
,,CTRP cell lines,,BI-2536,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-1041,,,,,CTRS_118,,,,PLK inhibitor,PLK1,,BI-2536,BRD-K64890080,,,,
,,bone cancer,,MK-2206,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-1057,,,,,CTRS_1180,,,,AKT inhibitor,AKT1|AKT2|AKT3,,MK-2206,BRD-K68065987,,,,
,,bone cancer,,MLS000106215,0.016 - 530uM,concordanceLib10,,,,,LIB_10,LSM-4009,,,,,CTRS_1181,,,,,,,MLS000106215,BRD-K89692698,,,,
,,bone cancer,,CID-2858522,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-3337,,,,,CTRS_1182,,,,NFkB pathway inhibitor,,,CID-2858522,BRD-K59962020,,,,
,,bone cancer,,SMR000068650,0.016 - 530uM,concordanceLib10,,,,,LIB_10,LSM-2859,,,,,CTRS_1183,,,,,,,SMR000068650,BRD-K38985961,,,,
,,bone cancer,,BAS 02002358,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1843,,,,,CTRS_1184,,,,Estrogen receptor antagonist,GPER1,,BAS 02002358,BRD-A83255679,,,,
,,bone cancer,,ASN 05257430,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-2975,,,,,CTRS_1185,,,,,,,ASN 05257430,BRD-K44241590,,,,
,,bone cancer,,ML162,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-1493,,,,,CTRS_1186,,,,,,,ML162,BRD-A36275421,,,,
,,bone cancer,,DASA-58,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-3813,,,,,CTRS_1187,,,,Pyruvate kinase isozyme activator,PKM,,DASA-58,BRD-K80672993,,,,
,,bone cancer,,TL_HRAS26,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-2013,,,,,CTRS_1188,,,,,,,TL_HRAS26,BRD-K01877528,,,,
,,bone cancer,,ML239,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-3882,,,,,CTRS_1189,,,,,,,ML239,BRD-K01121114,,,,
,,CTRP cell lines,,BRD-K61166597,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_119,,,,,,,BRD-K61166597,BRD-K61166597,,,,
,,bone cancer,,ML258,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1190,,,,,,,ML258,BRD-A82720512,,,,
,,bone cancer,,ML311,0.001 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1191,,,,,,,ML311,BRD-A40802033,,,,
,,bone cancer,,ML320,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1192,,,,,,,ML320,BRD-K81491172,,,,
,,bone cancer,,MLS004683642,0.0041 - 130uM,concordanceLib10,,,,,LIB_10,LSM-36755,,,,,CTRS_1193,,,,Kelch-like ECH-associated protein ligand,KEAP1,,MLS004683642,BRD-K93367411,,,,
,,bone cancer,,MLN 2238,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4944,,,,,CTRS_1194,,,,Proteasome inhibitor,PSMB1,,MLN 2238,BRD-K78659596,,,,
,,bone cancer,,MLN 2480,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45644,,,,,CTRS_1195,,,,RAF serine/threonine protein kinase inhibitor,ARAF|BRAF|RAF1,,MLN 2480,BRD-K43410529,,,,
,,bone cancer,,Momelotinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1141,,,,,CTRS_1196,,,,Tyrosine-protein kinase JAK1  inhibitor|Tyrosine-protein kinase JAK2 inhibitor,JAK1|JAK2,,Momelotinib,BRD-K87737963,,,,
,,bone cancer,,MST-312,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-6230,,,,,CTRS_1197,,,,Telomerase inhibitor,TERT,,MST-312,BRD-K19894101,,,,
,,bone cancer,,Myricetin,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-2957,,,,,CTRS_1198,,,,Androgen receptor agonist|Cytochrome P450 inhibitor,PIK3CG,,Myricetin,BRD-K43149758,,,,
,,bone cancer,,N9-Isopropylolomoucine,0.012 - 400uM,concordanceLib10,,,,,LIB_10,LSM-3607,,,,,CTRS_1199,,,,CDK inhibitor,CDK1|CDK5,,N9-Isopropylolomoucine,BRD-K71726959,,,,
,,CTRP cell lines,,Chlorambucil,0.0081 - 270uM,concordanceLib10,,,,,LIB_10,LSM-2645,,,,,CTRS_12,,,,DNA inhibitor,,,Chlorambucil,BRD-K29458283,,,,
,,CTRP cell lines,,Axitinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-43191,,,,,CTRS_120,,,,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,FLT1|FLT4|KDR,,Axitinib,BRD-K29905972,,,,
,,bone cancer,,nakiterpiosin,0.001 - 33uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1200,,,,,,,nakiterpiosin,BRD-K38264551,,,,
,,bone cancer,,Narciclasine,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4934,,,,,CTRS_1201,,,,Coflilin signaling pathway activator|LIM kinase activator|Rho associated kinase activator,RHOA,,Narciclasine,BRD-K06792661,,,,
,,bone cancer,,Navitoclax,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4738,,,,,CTRS_1202,,,,BCL inhibitor,BCL2|BCL2L1|BCL2L2,,Navitoclax,BRD-K82746043,,,,
,,bone cancer,,Necrostatin,0.016 - 530uM,concordanceLib10,,,,,LIB_10,LSM-1494,,,,,CTRS_1203,,,,RIPK inhibitor,RIPK1,,Necrostatin,BRD-A36318220,,,,
,,bone cancer,,necrostatin-7,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1204,,,,,,,necrostatin-7,BRD-K50145167,,,,
,,bone cancer,,necrosulfonamide,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1205,,,,,,,necrosulfonamide,BRD-K64117221,,,,
,,bone cancer,,Nelarabine,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45931,,,,,CTRS_1206,,,,,,,Nelarabine,BRD-K84466663,,,,
,,bone cancer,,Neratinib,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-42778,,,,,CTRS_1207,,,,EGFR inhibitor,EGFR|ERBB2|ERBB4,,Neratinib,BRD-K85606544,,,,
,,bone cancer,,CHEMBL1222381,0.0081 - 270uM,concordanceLib10,,,,,LIB_10,LSM-6252,,,,,CTRS_1208,,,,,,,CHEMBL1222381,BRD-K53903639,,,,
,,bone cancer,,Niclosamide,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-2787,,,,,CTRS_1209,,,,DNA replication inhibitor|STAT inhibitor,STAT3,,Niclosamide,BRD-K35960502,CID4477,4477,,
,,CTRP cell lines,,Selumetinib,0.0081 - 270uM,concordanceLib10,,,,,LIB_10,LSM-1056,,,,,CTRS_121,,,,MEK inhibitor,MAP2K1|MAP2K2,,Selumetinib,BRD-K57080016,,,,
,,bone cancer,,Nilotinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1099,,,,,CTRS_1210,,,,Abl kinase inhibitor|Bcr-Abl kinase inhibitor,ABL1|BCR|KIT,,Nilotinib,BRD-K81528515,,,,
,,bone cancer,,CHEMBL2136735,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1152,,,,,CTRS_1211,,,,FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,FGFR1|FGFR3|FLT1|FLT4|KDR|PDGFRA|PDGFRB,,CHEMBL2136735,BRD-K49075727,,,,
,,bone cancer,,NPC-26,0.0012 - 40uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1212,,,,,,,NPC-26,BRD-K36852164,,,,
,,bone cancer,,501919-59-1,0.016 - 530uM,concordanceLib10,,,,,LIB_10,LSM-6243,,,,,CTRS_1213,,,,STAT inhibitor,STAT3,,501919-59-1,BRD-K40853697,,,,
,,bone cancer,,NSC19630,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1214,,,,,,,NSC19630,BRD-K39706510,,,,
,,bone cancer,,NSC23766,0.016 - 530uM,concordanceLib10,,,,,LIB_10,LSM-1818,,,,,CTRS_1215,,,,Ras GTPase inhibitor,,,NSC23766,BRD-A80213327,,,,
,,bone cancer,,NSC30930,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1216,,,,,,,NSC30930,BRD-K29711668,,,,
,,bone cancer,,NSC48300,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1217,,,,,,,NSC48300,BRD-K45748132,,,,
,,bone cancer,,"3,5-Bis(4-methylbenzylidene)piperidin-4-one",33uM,concordanceLib10,,,,,LIB_10,LSM-2827,,,,,CTRS_1218,,,,Ubiquitin specific protease inhibitor,SENP2|USP1|USP2|USP7,,"3,5-Bis(4-methylbenzylidene)piperidin-4-one",BRD-K37392901,,,,
,,bone cancer,,NSC95397,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-3521,,,,,CTRS_1219,,,,CDC inhibitor,,,NSC95397,BRD-K68143200,,,,
,,CTRP cell lines,,Dactolisib,0.00051 - 17uM,concordanceLib10,,,,,LIB_10,LSM-4255,,,,,CTRS_122,,,,MTOR inhibitor|PI3K inhibitor,MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5,,Dactolisib,BRD-K12184916,,,,
,,bone cancer,,NUTLIN 3,0.0045 - 150uM,concordanceLib10,,,,,LIB_10,LSM-4288,,,,,CTRS_1220,,,,MDM inhibitor,MDM2,,NUTLIN 3,BRD-A12230535,,,,
,,bone cancer,,NVP-231,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1221,,,,,,,NVP-231,BRD-A12571627,,,,
,,bone cancer,,NVP-ADW742,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1222,,,,,,,NVP-ADW742,BRD-K15179513,,,,
,,bone cancer,,Dactolisib,0.00051 - 17uM,concordanceLib10,,,,,LIB_10,LSM-4255,,,,,CTRS_1223,,,,MTOR inhibitor|PI3K inhibitor,MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5,,Dactolisib,BRD-K12184916,,,,
,,bone cancer,,NVP-BSK805,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1224,,,,,,,NVP-BSK805,BRD-K02017404,,,,
,,bone cancer,,TAE-684,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1024,,,,,CTRS_1225,,,,ALK tyrosine kinase receptor inhibitor,ALK,,TAE-684,BRD-K50140147,,,,
,,bone cancer,,,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45743,,,,,CTRS_1226,,,,,,,,BRD-K92041145,,,,
,,bone cancer,,Obatoclax,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-43178,,,,,CTRS_1227,,,,BCL inhibitor,BCL2,,Obatoclax,BRD-K15600710,,,,
,,bone cancer,,Olaparib,0.0045 - 150uM,concordanceLib10,,,,,LIB_10,LSM-1145,,,,,CTRS_1228,,,,PARP inhibitor,PARP1|PARP2|PARP3,,Olaparib,BRD-K02113016,,,,
,,bone cancer,,Oligomycin A,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-43272,,,,,CTRS_1229,,,,ATPase inhibitor|ATP synthase inhibitor,ATP5A1,,Oligomycin A,BRD-A81541225,,,,
,,CTRP cell lines,,GW843682X,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-1014,,,,,CTRS_123,,,,PLK inhibitor,PLK1|PLK3,,GW843682X,BRD-K90382497,,,,
,,bone cancer,,Omacetaxine Mepesuccinate,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-3716,,,,,CTRS_1230,,,,Protein synthesis inhibitor,,,Omacetaxine Mepesuccinate,BRD-K76674262,,,,
,,bone cancer,,OSI-027,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45146,,,,,CTRS_1231,,,,Serine/threonine-protein kinase mTOR inhibitor,MTOR,,OSI-027,BRD-K87124298,,,,
,,bone cancer,,OSI-930,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1179,,,,,CTRS_1232,,,,KIT inhibitor|VEGFR inhibitor,FLT1|FLT4|KDR|KIT,,OSI-930,BRD-K25340465,,,,
,,bone cancer,,Ouabain,0.0081 - 270uM,concordanceLib10,,,,,LIB_10,LSM-2781,,,,,CTRS_1233,,,,ATPase inhibitor,ATP1A1,,Ouabain,BRD-K35708212,CID439501,439501,,
,,bone cancer,,PAC-1,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-3119,,,,,CTRS_1234,,,,Caspase activator,CASP3,,PAC-1,BRD-K92991072,,,,
,,bone cancer,,BRD-A28746609,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1102,,,,,CTRS_1235,,,,Tubulin inhibitor,NR1I2|TUBB,,BRD-A28746609,BRD-A28746609,,,,
,,bone cancer,,palmostatin B,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1236,,,,,,,palmostatin B,BRD-K42137908,,,,
,,bone cancer,,pandacostat,0.001 - 33uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1237,,,,,,,pandacostat,BRD-K44741158,,,,
,,bone cancer,,Parbendazole,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-4893,,,,,CTRS_1238,,,,Tubulin inhibitor,TUBB,,Parbendazole,BRD-K02407574,CID26596,26596,,
,,bone cancer,,"(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one",0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-43089,,,,,CTRS_1239,,,,NFkB pathway inhibitor,,,"(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one",BRD-K81651477,,,,
,,CTRP cell lines,,Vandetanib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1199,,,,,CTRS_124,,,,Ephrin receptor inhibitor|Epidermal growth factor receptor inhibitor|Tyrosine-protein kinase BRK inhibitor|Tyrosine-protein kinase receptor RET inhibitor|Tyrosine-protein kinase SRC inhibitor|Tyrosine-protein kinase TIE-2 inhibitor|Vascular endothelial growth factor receptor inhibitor,EGFR|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|FLT1|FLT4|KDR|PTK6|RET|SRC|TEK,,Vandetanib,BRD-K77625799,,,,
,,bone cancer,,Pazopanib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1114,,,,,CTRS_1240,,,,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,CSF1R|FGFR1|FGFR3|FLT1|FLT4|ITK|KDR|KIT|LCK|PDGFRA|PDGFRB,,Pazopanib,BRD-K74514084,,,,
,,bone cancer,,PD153035 (Hydrochloride),0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-45421,,,,,CTRS_1241,,,,,,,PD153035 (Hydrochloride),BRD-K26603252,,,,
,,bone cancer,,PD318088,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1242,,,,,,,PD318088,BRD-A57798112,,,,
,,bone cancer,,CHEMBL416418,0.0065 - 210uM,concordanceLib10,,,,,LIB_10,LSM-6211,,,,,CTRS_1243,,,,Glucosyltransferase inhibitor,ASAH1|UGCG,,CHEMBL416418,BRD-K05653692,,,,
,,bone cancer,,Pevonedistat,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-6263,,,,,CTRS_1244,,,,Nedd activating enzyme inhibitor,NAE1|UBA3,,Pevonedistat,BRD-K67844266,,,,
,,bone cancer,,PF-184,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1245,,,,,,,PF-184,BRD-K11593101,,,,
,,bone cancer,,PF-03758309,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-4254,,,,,CTRS_1246,,,,Serine/threonine-protein kinase PAK 4 inhibitor,PAK4,,PF-03758309,BRD-K37764012,,,,
,,bone cancer,,PF-4800567 hydrochloride,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1247,,,,,,,PF-4800567 hydrochloride,BRD-K43428468,,,,
,,bone cancer,,PF 543,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-42693,,,,,CTRS_1248,,,,Sphingosine kinase inhibitor,SPHK1,,PF 543,BRD-K79877282,,,,
,,bone cancer,,869288-64-2,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1200,,,,,CTRS_1249,,,,,,,869288-64-2,BRD-K79239947,,,,
,,CTRP cell lines,,Sorafenib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1008,,,,,CTRS_125,,,,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,BRAF|DDR2|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRB|RAF1|RET,,Sorafenib,BRD-K23984367,,,,
,,bone cancer,,PF750,0.0081 - 270uM,concordanceLib10,,,,,LIB_10,LSM-6277,,,,,CTRS_1250,,,,FAAH inhibitor,FAAH,,PF750,BRD-K83213911,,,,
,,bone cancer,,PHA-793887,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1073,,,,,CTRS_1251,,,,CDK inhibitor,CDK1|CDK10|CDK11B|CDK12|CDK13|CDK14|CDK15|CDK16|CDK17|CDK18|CDK19|CDK2|CDK20|CDK3|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9,,PHA-793887,BRD-K64800655,,,,
,,bone cancer,,Phloretin,0.018 - 590uM,concordanceLib10,,,,,LIB_10,LSM-6221,,,,,CTRS_1252,,,,Sodium/glucose cotransporter inhibitor,,,Phloretin,BRD-K15563106,,,,
,,bone cancer,,PI-103,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-1126,,,,,CTRS_1253,,,,MTOR inhibitor|PI3K inhibitor,MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG,,PI-103,BRD-K67868012,,,,
,,bone cancer,,Pifithrin,0.0071 - 230uM,concordanceLib10,,,,,LIB_10,LSM-3485,,,,,CTRS_1254,,,,TP53 inhibitor,TP53,,Pifithrin,BRD-K66874953,,,,
,,bone cancer,,Pifithrin MU,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-4188,,,,,CTRS_1255,,,,HSP inhibitor,HSPA1A|TP53,,Pifithrin MU,BRD-K96799727,,,,
,,bone cancer,,PIK-93,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1191,,,,,CTRS_1256,,,,,,,PIK-93,BRD-K29395450,,,,
,,bone cancer,,Piplartine,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-42914,,,,,CTRS_1257,,,,Glutathione transferase inhibitor,,,Piplartine,BRD-K24132293,,,,
,,bone cancer,,pitstop2,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1258,,,,,,,pitstop2,BRD-K90570971,,,,
,,bone cancer,,SCHEMBL15444220,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-43124,,,,,CTRS_1259,,,,,,,SCHEMBL15444220,BRD-K83336168,,,,
,,CTRP cell lines,,CID-2858522,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-3337,,,,,CTRS_126,,,,NFkB pathway inhibitor,,,CID-2858522,BRD-K59962020,,,,
,,bone cancer,,pluripotin,0.001 - 33uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1260,,,,,,,pluripotin,BRD-K98538768,,,,
,,bone cancer,,Vemurafenib,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-1068,,,,,CTRS_1261,,,,RAF inhibitor,BRAF,,Vemurafenib,BRD-K56343971,,,,
,,bone cancer,,PLX-4720,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-1049,,,,,CTRS_1262,,,,RAF inhibitor,BRAF,,PLX-4720,BRD-K16478699,,,,
,,bone cancer,,PRIMA 1,0.0051 - 170uM,concordanceLib10,,,,,LIB_10,LSM-6220,,,,,CTRS_1263,,,,TP53 inhibitor,ACHE,,PRIMA 1,BRD-K15318909,,,,
,,bone cancer,,ZINC68199948,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-6249,,,,,CTRS_1264,,,,Thioredoxin inhibitor,TP53,,ZINC68199948,BRD-K49456190,,,,
,,bone cancer,,PRL-3InhibitorI,0.0041 - 130uM,concordanceLib10,,,,,LIB_10,LSM-43277,,,,,CTRS_1265,,,,Tyrosine phosphatase inhibitor,PTP4A3,,PRL-3InhibitorI,BRD-K09907482,,,,
,,bone cancer,,Procarbazine,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-2272,,,,,CTRS_1266,,,,Monoamine oxidase inhibitor,,,Procarbazine,BRD-K13032584,CID4915,4915,,
,,bone cancer,,Prochlorperazine,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-2436,,,,,CTRS_1267,,,,Dopamine D2 receptor antagonist,DRD2,,Prochlorperazine,BRD-K19352500,CID4917,4917,,
,,bone cancer,,Purmorphamine,0.0046 - 150uM,concordanceLib10,,,,,LIB_10,LSM-3649,,,,,CTRS_1268,,,,Smoothened receptor agonist,SMO,,Purmorphamine,BRD-K73397362,,,,
,,bone cancer,,PX 12,0.003 - 100uM,concordanceLib10,,,,,LIB_10,LSM-4918,,,,,CTRS_1269,,,,Thioredoxin inhibitor,TXN|TXNRD1,,PX 12,BRD-A56592690,,,,
,,CTRP cell lines,,temozolomide,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_127,,,,,,,temozolomide,BRD-A94153989,,,,
,,bone cancer,,PYR-41,0.002 - 66uM,concordanceLib10,,,,,LIB_10,,,,,,CTRS_1270,,,,,,,PYR-41,BRD-K60750172,,,,
,,bone cancer,,Pyrazolanthrone,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1163,,,,,CTRS_1271,,,,JNK inhibitor,MAPK10|MAPK8|MAPK9|TTK,,Pyrazolanthrone,BRD-K01567962,,,,
,,bone cancer,,Quizartinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1037,,,,,CTRS_1272,,,,FLT3 inhibitor,CSF1R|FLT3|KIT|PDGFRA|PDGFRB|RET,,Quizartinib,BRD-K93918653,,,,
,,bone cancer,,R428,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-45574,,,,,CTRS_1273,,,,,,,R428,BRD-K14870255,,,,
,,bone cancer,,CHIR-265,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1207,,,,,CTRS_1274,,,,Serine/threonine-protein kinase B-raf inhibitor|Vascular endothelial growth factor receptor 2 inhibitor,BRAF|KDR,,CHIR-265,BRD-K93123848,,,,
,,bone cancer,,Regorafenib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1226,,,,,CTRS_1275,,,,Discoidin domain-containing receptor 2 inhibitor|Fibroblast growth factor receptor 1 inhibitor|Fibroblast growth factor receptor 2 inhibitor|MAP kinase p38 beta inhibitor|Platelet-derived growth factor receptor inhibitor|Serine/threonine-protein kinase B-raf inhibitor|Serine/threonine-protein kinase RAF inhibitor|Stem cell growth factor receptor inhibitor|Tyrosine-protein kinase ABL inhibitor|Tyrosine-protein kinase FRK inhibitor|Tyrosine-protein kinase receptor RET inhibitor|Tyrosine-protein kinase TIE-2 inhibitor|Vascular endothelial growth factor receptor inhibitor,ABL1|BRAF|DDR2|FGFR1|FGFR2|FLT1|FLT4|FRK|KDR|KIT|MAPK11|PDGFRA|PDGFRB|RAF1|RET|TEK,,Regorafenib,BRD-K16730910,,,,
,,bone cancer,,BL003-049-HDAC3,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-36785,,,,,CTRS_1276,,,,,,,BL003-049-HDAC3,BRD-K47503321,,,,
,,bone cancer,,RG 108,0.0081 - 270uM,concordanceLib10,,,,,LIB_10,LSM-6283,,,,,CTRS_1277,,,,DNA methyltransferase inhibitor,DNMT1,,RG 108,BRD-K89391146,,,,
,,bone cancer,,Rigosertib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-44531,,,,,CTRS_1278,,,,PLK inhibitor,CDK1|F2R|FLT1|FYN|PDGFRA|PLK1|PLK2|SRC,,Rigosertib,BRD-K55187425,,,,
,,bone cancer,,Rita,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-6201,,,,,CTRS_1279,,,,MDM inhibitor,MDM2,,Rita,BRD-K00317371,,,,
,,CTRP cell lines,,BRD4770,0.001 - 33uM,concordanceLib10,,,,,LIB_10,LSM-42692,,,,,CTRS_128,,,,Histone lysine methyltransferase inhibitor,EHMT2,,BRD4770,BRD-K72264770,,,,
,,bone cancer,,RO4929097,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-42762,,,,,CTRS_1280,,,,,,,RO4929097,BRD-K22024824,,,,
,,bone cancer,,Ruxolitinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1139,,,,,CTRS_1281,,,,JAK inhibitor,JAK1|JAK2|TYK2,,Ruxolitinib,BRD-K53972329,,,,
,,bone cancer,,Salermide,0.012 - 400uM,concordanceLib10,,,,,LIB_10,LSM-5123,,,,,CTRS_1282,,,,SIRT inhibitor,SIRT1|SIRT2,,Salermide,BRD-A67788537,,,,
,,bone cancer,,Saracatinib,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-1032,,,,,CTRS_1283,,,,Src inhibitor,ABL1|SRC,,Saracatinib,BRD-K19540840,,,,
,,bone cancer,,SB225002,0.0011 - 37uM,concordanceLib10,,,,,LIB_10,LSM-3367,,,,,CTRS_1284,,,,CC chemokine receptor antagonist,CXCR2,,SB225002,BRD-K61323504,,,,
,,bone cancer,,SB-431542,0.002 - 66uM,concordanceLib10,,,,,LIB_10,LSM-3498,,,,,CTRS_1285,,,,TGF beta receptor inhibitor,ACVR1C|TGFBR1,,SB-431542,BRD-K67298865,,,,
